"Story","Title","Result","Date","Stability","Duration (s)"
"Duckduckgo automated test","Navigating to duck duck go and search for the gov.uk website","SUCCESS","2021-08-02T15:42:35.633523+01:00[Europe/London]","0.0","4.04"
